epoch,average_ai_usage,average_ai_usage_low,average_ai_usage_medium,average_ai_usage_high,average_offer,average_offer_low,average_offer_medium,average_offer_high,detection_rate,detection_rate_low,detection_rate_medium,detection_rate_high,average_individual_trust,average_global_trust,average_candidate_loss,average_company_loss,reject_rate,low_offer_rate,high_offer_rate,overoffer_rate,underoffer_rate,correct_match_rate,epsilon
0,0.404,0.345,0.4553191489361702,0.4,1.082,0.345,1.4553191489361703,2.0,0.092,0.1075,0.09148936170212765,0.046153846153846156,0.9448,0.9953999999999998,-0.9348,0.704,0.262,0.394,0.344,0.352,0.0,0.648,0.0995
1,0.434,0.44,0.4425531914893617,0.38461538461538464,1.067,0.44,1.3553191489361702,1.9538461538461538,0.111,0.16,0.08723404255319149,0.046153846153846156,0.88349,0.98985,-0.8946900000000001,0.698,0.224,0.485,0.291,0.343,0.006,0.651,0.09900250000000001
2,0.477,0.5175,0.46808510638297873,0.38461538461538464,1.078,0.525,1.3191489361702127,1.9076923076923078,0.117,0.1675,0.09361702127659574,0.046153846153846156,0.8231600000000001,0.984,-0.9006700000000001,0.741,0.19,0.542,0.268,0.36,0.012,0.628,0.0985074875
3,0.475,0.5625,0.4319148936170213,0.36153846153846153,1.052,0.57,1.2361702127659575,1.8692307692307693,0.136,0.2375,0.07659574468085106,0.038461538461538464,0.76693,0.9772000000000002,-0.85977,0.709,0.172,0.604,0.224,0.339,0.017,0.644,0.09801495006250001
4,0.52,0.615,0.46382978723404256,0.4307692307692308,1.064,0.6325,1.2170212765957447,1.8384615384615384,0.131,0.215,0.08723404255319149,0.03076923076923077,0.7189800000000001,0.97065,-0.8850500000000001,0.745,0.147,0.642,0.211,0.355,0.021,0.624,0.09752487531218751
5,0.55,0.68,0.4787234042553192,0.4076923076923077,1.087,0.71,1.2085106382978723,1.8076923076923077,0.135,0.2275,0.08085106382978724,0.046153846153846156,0.67215,0.9639000000000001,-0.9051699999999999,0.802,0.116,0.681,0.203,0.382,0.025,0.593,0.09703725093562657
6,0.563,0.7075,0.4851063829787234,0.4,1.086,0.7525,1.1787234042553192,1.7769230769230768,0.139,0.2325,0.08723404255319149,0.038461538461538464,0.63198,0.9569500000000002,-0.9068299999999999,0.81,0.099,0.716,0.185,0.385,0.029,0.586,0.09655206468094843
7,0.575,0.7775,0.4553191489361702,0.38461538461538464,1.088,0.8175,1.1382978723404256,1.7384615384615385,0.159,0.2775,0.10212765957446808,0.0,0.58589,0.9490000000000002,-0.88291,0.836,0.073,0.766,0.161,0.392,0.034,0.574,0.09606930435754368
8,0.605,0.775,0.5106382978723404,0.4230769230769231,1.089,0.81,1.146808510638298,1.7384615384615385,0.167,0.305,0.09148936170212765,0.015384615384615385,0.54737,0.9406500000000003,-0.88348,0.84,0.076,0.759,0.165,0.393,0.034,0.573,0.09558895783575597
9,0.607,0.7775,0.5127659574468085,0.4230769230769231,1.084,0.8175,1.1319148936170214,1.7307692307692308,0.148,0.265,0.07872340425531915,0.038461538461538464,0.51754,0.9332500000000001,-0.9061699999999999,0.832,0.073,0.77,0.157,0.389,0.035,0.576,0.09511101304657718
10,0.603,0.7925,0.5,0.3923076923076923,1.083,0.845,1.1127659574468085,1.7076923076923076,0.146,0.26,0.08297872340425531,0.023076923076923078,0.49127,0.9259500000000003,-0.91073,0.837,0.062,0.793,0.145,0.391,0.038,0.571,0.09463545798134429
11,0.624,0.7975,0.5425531914893617,0.38461538461538464,1.096,0.85,1.1382978723404256,1.7,0.189,0.29,0.13829787234042554,0.06153846153846154,0.45831999999999995,0.9165000000000003,-0.8740500000000001,0.867,0.06,0.784,0.156,0.405,0.039,0.556,0.09416228069143756
