epoch,average_ai_usage,average_ai_usage_low,average_ai_usage_medium,average_ai_usage_high,average_offer,average_offer_low,average_offer_medium,average_offer_high,detection_rate,detection_rate_low,detection_rate_medium,detection_rate_high,average_individual_trust,average_global_trust,average_candidate_loss,average_company_loss,reject_rate,low_offer_rate,high_offer_rate,overoffer_rate,underoffer_rate,correct_match_rate,epsilon
0,0.421,0.4,0.44680851063829785,0.3923076923076923,1.098,0.4,1.4425531914893617,2.0,0.041,0.0625,0.031914893617021274,0.007692307692307693,0.9511199999999999,0.9979500000000001,-1.00812,0.736,0.24,0.422,0.338,0.368,0.0,0.632,0.0995
1,0.481,0.52,0.46170212765957447,0.4307692307692308,1.138,0.525,1.4234042553191488,1.9923076923076923,0.057,0.085,0.04680851063829787,0.007692307692307693,0.8879900000000001,0.9951000000000001,-1.01787,0.818,0.19,0.482,0.328,0.409,0.001,0.59,0.09900250000000001
2,0.518,0.6275,0.46170212765957447,0.38461538461538464,1.161,0.645,1.372340425531915,1.9846153846153847,0.072,0.1325,0.03829787234042553,0.007692307692307693,0.81249,0.9914999999999999,-1.0135,0.863,0.142,0.555,0.303,0.433,0.002,0.565,0.0985074875
3,0.535,0.6425,0.4808510638297872,0.4,1.151,0.6725,1.3297872340425532,1.976923076923077,0.075,0.1075,0.059574468085106386,0.03076923076923077,0.7434700000000001,0.9877500000000001,-1.00698,0.842,0.131,0.587,0.282,0.424,0.003,0.573,0.09801495006250001
4,0.539,0.6725,0.46595744680851064,0.3923076923076923,1.13,0.7125,1.2595744680851064,1.9461538461538461,0.076,0.135,0.0425531914893617,0.015384615384615385,0.6824399999999999,0.9839500000000001,-0.99297,0.812,0.115,0.64,0.245,0.407,0.007,0.586,0.09752487531218751
5,0.551,0.695,0.4765957446808511,0.3769230769230769,1.123,0.7375,1.2297872340425533,1.9230769230769231,0.082,0.1525,0.03829787234042553,0.023076923076923078,0.63069,0.9798500000000001,-0.98925,0.809,0.105,0.667,0.228,0.403,0.01,0.587,0.09703725093562657
6,0.569,0.71,0.4957446808510638,0.4,1.118,0.7575,1.2063829787234042,1.9076923076923078,0.079,0.1525,0.03829787234042553,0.0,0.5903699999999998,0.9759000000000004,-0.9986799999999999,0.805,0.097,0.688,0.215,0.4,0.012,0.588,0.09655206468094843
7,0.56,0.7225,0.46595744680851064,0.4,1.094,0.77,1.1446808510638298,1.9076923076923078,0.088,0.14,0.06170212765957447,0.023076923076923078,0.54766,0.9715,-0.96329,0.757,0.092,0.722,0.186,0.376,0.012,0.612,0.09606930435754368
8,0.572,0.755,0.46382978723404256,0.4,1.091,0.805,1.1170212765957446,1.876923076923077,0.067,0.125,0.031914893617021274,0.015384615384615385,0.52546,0.9681500000000002,-1.0018,0.766,0.078,0.753,0.169,0.377,0.016,0.607,0.09558895783575597
9,0.593,0.7575,0.5063829787234042,0.4,1.103,0.82,1.1340425531914893,1.8615384615384616,0.088,0.1575,0.05319148936170213,0.0,0.49560000000000004,0.9637500000000001,-0.98514,0.793,0.072,0.753,0.175,0.391,0.018,0.591,0.09511101304657718
10,0.606,0.765,0.5340425531914894,0.3769230769230769,1.115,0.8425,1.1425531914893616,1.853846153846154,0.081,0.14,0.04893617021276596,0.015384615384615385,0.47376,0.9597000000000001,-1.0121600000000002,0.815,0.063,0.759,0.178,0.404,0.019,0.577,0.09463545798134429
11,0.662,0.825,0.5893617021276596,0.4230769230769231,1.151,0.8875,1.1851063829787234,1.8384615384615384,0.083,0.1475,0.04680851063829787,0.015384615384615385,0.4510699999999999,0.9555500000000002,-1.04531,0.901,0.045,0.759,0.196,0.442,0.021,0.537,0.09416228069143756
12,0.655,0.7975,0.6063829787234043,0.3923076923076923,1.142,0.87,1.1829787234042553,1.8307692307692307,0.081,0.1475,0.04468085106382979,0.007692307692307693,0.42974999999999997,0.9515000000000005,-1.03968,0.883,0.052,0.754,0.194,0.434,0.022,0.544,0.09369146928798038
13,0.679,0.805,0.6425531914893617,0.4230769230769231,1.143,0.88,1.1787234042553192,1.823076923076923,0.083,0.125,0.06595744680851064,0.015384615384615385,0.41487,0.9473500000000001,-1.0451199999999998,0.888,0.048,0.761,0.191,0.436,0.023,0.541,0.09322301194154048
14,0.693,0.825,0.6510638297872341,0.43846153846153846,1.148,0.8975,1.174468085106383,1.823076923076923,0.092,0.1275,0.0851063829787234,0.007692307692307693,0.3891,0.9427500000000004,-1.03023,0.899,0.041,0.77,0.189,0.441,0.023,0.536,0.09275689688183278
15,0.705,0.835,0.6829787234042554,0.38461538461538464,1.153,0.92,1.172340425531915,1.8,0.079,0.1175,0.059574468085106386,0.03076923076923077,0.37040999999999996,0.9388000000000003,-1.05531,0.916,0.032,0.783,0.185,0.449,0.026,0.525,0.09229311239742362
16,0.707,0.82,0.6851063829787234,0.43846153846153846,1.147,0.915,1.172340425531915,1.7692307692307692,0.072,0.125,0.04680851063829787,0.0,0.36296,0.9352000000000004,-1.0675500000000002,0.916,0.034,0.785,0.181,0.447,0.03,0.523,0.0918316468354365
17,0.743,0.86,0.7340425531914894,0.4153846153846154,1.168,0.935,1.1978723404255318,1.7769230769230768,0.101,0.17,0.06595744680851064,0.015384615384615385,0.34296,0.9301500000000005,-1.047,0.962,0.026,0.78,0.194,0.467,0.029,0.504,0.09137248860125932
18,0.722,0.85,0.7191489361702128,0.3384615384615385,1.155,0.935,1.1702127659574468,1.7769230769230768,0.096,0.165,0.0574468085106383,0.023076923076923078,0.32703,0.9253500000000002,-1.04307,0.932,0.026,0.793,0.181,0.454,0.029,0.517,0.09091562615825302
19,0.679,0.8,0.6680851063829787,0.34615384615384615,1.131,0.935,1.123404255319149,1.7615384615384615,0.092,0.135,0.07659574468085106,0.015384615384615385,0.31842,0.9207500000000005,-1.03039,0.872,0.026,0.817,0.157,0.432,0.031,0.537,0.09046104802746176
20,0.685,0.8125,0.6638297872340425,0.36923076923076925,1.141,0.94,1.1404255319148937,1.7615384615384615,0.082,0.12,0.06595744680851064,0.023076923076923078,0.30193,0.9166500000000004,-1.04251,0.895,0.024,0.811,0.165,0.442,0.031,0.527,0.09000874278732444
21,0.688,0.79,0.6723404255319149,0.4307692307692308,1.133,0.945,1.1297872340425532,1.7230769230769232,0.075,0.115,0.0574468085106383,0.015384615384615385,0.28591999999999995,0.9129000000000005,-1.0419899999999997,0.888,0.022,0.823,0.155,0.439,0.036,0.525,0.08955869907338782
22,0.664,0.7625,0.648936170212766,0.4153846153846154,1.118,0.9375,1.1106382978723404,1.7,0.092,0.13,0.07872340425531915,0.023076923076923078,0.27575,0.9083000000000006,-1.01583,0.862,0.025,0.832,0.143,0.427,0.039,0.534,0.08911090557802087
23,0.629,0.74,0.6085106382978723,0.36153846153846153,1.106,0.945,1.0808510638297872,1.6923076923076923,0.081,0.115,0.07234042553191489,0.007692307692307693,0.2694,0.9042500000000004,-1.01865,0.83,0.022,0.85,0.128,0.416,0.04,0.544,0.08866535105013076
24,0.56,0.7075,0.5042553191489362,0.3076923076923077,1.104,0.94,1.078723404255319,1.7,0.087,0.1175,0.07234042553191489,0.046153846153846156,0.25785,0.8999000000000006,-1.00545,0.811,0.024,0.848,0.128,0.413,0.039,0.548,0.08822202429488012
