epoch,average_ai_usage,average_ai_usage_low,average_ai_usage_medium,average_ai_usage_high,average_offer,average_offer_low,average_offer_medium,average_offer_high,detection_rate,detection_rate_low,detection_rate_medium,detection_rate_high,average_individual_trust,average_global_trust,average_candidate_loss,average_company_loss,reject_rate,low_offer_rate,high_offer_rate,overoffer_rate,underoffer_rate,correct_match_rate,epsilon
0,0.32,0.4129032258064516,0.3489795918367347,0.105,1.189,0.4129032258064516,1.3489795918367347,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.189,0.598,0.182,0.447,0.371,0.299,0.0,0.701,0.0995
1,0.363,0.5,0.3836734693877551,0.1,1.233,0.5,1.383673469387755,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.233,0.686,0.155,0.457,0.388,0.343,0.0,0.657,0.09900250000000001
2,0.404,0.6225806451612903,0.3877551020408163,0.105,1.273,0.6225806451612903,1.3877551020408163,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.273,0.766,0.117,0.493,0.39,0.383,0.0,0.617,0.0985074875
3,0.427,0.7161290322580646,0.3836734693877551,0.085,1.3,0.7161290322580646,1.383673469387755,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3,0.82,0.088,0.524,0.388,0.41,0.0,0.59,0.09801495006250001
4,0.447,0.7967741935483871,0.37551020408163266,0.08,1.321,0.7967741935483871,1.3755102040816327,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.321,0.862,0.063,0.553,0.384,0.431,0.0,0.569,0.09752487531218751
5,0.483,0.8838709677419355,0.39183673469387753,0.085,1.356,0.8838709677419355,1.3918367346938776,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.356,0.932,0.036,0.572,0.392,0.466,0.0,0.534,0.09703725093562657
6,0.497,0.9354838709677419,0.3836734693877551,0.095,1.368,0.9354838709677419,1.383673469387755,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.368,0.956,0.02,0.592,0.388,0.478,0.0,0.522,0.09655206468094843
7,0.519,0.964516129032258,0.40816326530612246,0.1,1.389,0.964516129032258,1.4081632653061225,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.389,0.998,0.011,0.589,0.4,0.499,0.0,0.501,0.09606930435754368
8,0.519,0.9516129032258065,0.42448979591836733,0.08,1.393,0.9516129032258065,1.4244897959183673,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.393,1.006,0.015,0.577,0.408,0.503,0.0,0.497,0.09558895783575597
9,0.521,0.967741935483871,0.4163265306122449,0.085,1.394,0.967741935483871,1.416326530612245,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.394,1.008,0.01,0.586,0.404,0.504,0.0,0.496,0.09511101304657718
10,0.541,0.964516129032258,0.45510204081632655,0.095,1.412,0.964516129032258,1.4551020408163264,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.412,1.044,0.011,0.566,0.423,0.522,0.0,0.478,0.09463545798134429
11,0.573,0.9774193548387097,0.5122448979591837,0.095,1.444,0.9774193548387097,1.5122448979591836,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.444,1.108,0.007,0.542,0.451,0.554,0.0,0.446,0.09416228069143756
12,0.571,0.9419354838709677,0.5346938775510204,0.085,1.444,0.9419354838709677,1.5346938775510204,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.444,1.108,0.018,0.52,0.462,0.554,0.0,0.446,0.09369146928798038
13,0.623,0.9483870967741935,0.6326530612244898,0.095,1.494,0.9483870967741935,1.6326530612244898,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.494,1.208,0.016,0.474,0.51,0.604,0.0,0.396,0.09322301194154048
14,0.652,0.9483870967741935,0.6959183673469388,0.085,1.525,0.9483870967741935,1.6959183673469387,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.525,1.27,0.016,0.443,0.541,0.635,0.0,0.365,0.09275689688183278
15,0.689,0.9612903225806452,0.7571428571428571,0.1,1.559,0.9612903225806452,1.7571428571428571,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.559,1.338,0.012,0.417,0.571,0.669,0.0,0.331,0.09229311239742362
16,0.72,0.967741935483871,0.8163265306122449,0.1,1.59,0.967741935483871,1.816326530612245,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.59,1.4,0.01,0.39,0.6,0.7,0.0,0.3,0.0918316468354365
17,0.708,0.9516129032258065,0.8020408163265306,0.1,1.578,0.9516129032258065,1.8020408163265307,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.578,1.376,0.015,0.392,0.593,0.688,0.0,0.312,0.09137248860125932
18,0.717,0.9483870967741935,0.8244897959183674,0.095,1.588,0.9483870967741935,1.8244897959183672,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.588,1.396,0.016,0.38,0.604,0.698,0.0,0.302,0.09091562615825302
19,0.727,0.9387096774193548,0.8448979591836735,0.11,1.595,0.9387096774193548,1.8448979591836734,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.595,1.41,0.019,0.367,0.614,0.705,0.0,0.295,0.09046104802746176
20,0.739,0.9612903225806452,0.863265306122449,0.09,1.611,0.9612903225806452,1.863265306122449,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.611,1.442,0.012,0.365,0.623,0.721,0.0,0.279,0.09000874278732444
21,0.767,0.9354838709677419,0.9326530612244898,0.1,1.637,0.9354838709677419,1.9326530612244899,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.637,1.494,0.02,0.323,0.657,0.747,0.0,0.253,0.08955869907338782
22,0.754,0.9387096774193548,0.9142857142857143,0.075,1.629,0.9387096774193548,1.9142857142857144,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.629,1.478,0.019,0.333,0.648,0.739,0.0,0.261,0.08911090557802087
23,0.769,0.9580645161290322,0.9326530612244898,0.075,1.644,0.9580645161290322,1.9326530612244899,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.644,1.508,0.013,0.33,0.657,0.754,0.0,0.246,0.08866535105013076
24,0.774,0.9548387096774194,0.9285714285714286,0.115,1.641,0.9548387096774194,1.9285714285714286,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.641,1.502,0.014,0.331,0.655,0.751,0.0,0.249,0.08822202429488012
25,0.77,0.9387096774193548,0.9387755102040817,0.095,1.641,0.9387096774193548,1.9387755102040816,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.641,1.502,0.019,0.321,0.66,0.751,0.0,0.249,0.08778091417340572
