iteration,sigma_c_low_ai,sigma_c_medium_ai,sigma_c_high_ai,sigma_f_low_verify,sigma_f_base_verify,sigma_f_high_verify,sigma_f_sus_low,sigma_f_sus_mid,sigma_f_sus_high,candidate_br_low,candidate_br_medium,candidate_br_high,firm_br_verification,firm_br_suspicion_idx
0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.4,0.30000000000000004,0,0,0,LowVerify,1
1,0.25,0.25,0.25,0.4545454545454546,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.2727272727272727,0,0,0,LowVerify,0
2,0.2,0.2,0.2,0.49999999999999994,0.25,0.25,0.41666666666666663,0.3333333333333333,0.25,0,0,0,LowVerify,0
3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5384615384615385,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.23076923076923078,0,0,0,LowVerify,0
4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.5,0.2857142857142857,0.21428571428571427,0,0,0,LowVerify,0
5,0.125,0.125,0.125,0.6,0.2,0.2,0.5333333333333333,0.26666666666666666,0.2,0,0,0,LowVerify,0
6,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.625,0.1875,0.1875,0.5625,0.25,0.1875,0,0,0,LowVerify,0
7,0.1,0.1,0.1,0.6470588235294118,0.1764705882352941,0.1764705882352941,0.5882352941176471,0.23529411764705882,0.1764705882352941,0,0,0,LowVerify,0
8,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6111111111111112,0.2222222222222222,0.16666666666666666,0,1,0,LowVerify,0
9,0.08333333333333333,0.25,0.08333333333333333,0.6842105263157894,0.15789473684210525,0.15789473684210525,0.631578947368421,0.21052631578947367,0.15789473684210525,0,1,0,LowVerify,0
10,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.7000000000000001,0.15000000000000002,0.15000000000000002,0.6500000000000001,0.2,0.15000000000000002,0,1,0,LowVerify,0
11,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.7142857142857142,0.14285714285714285,0.14285714285714285,0.6666666666666667,0.19047619047619047,0.14285714285714285,0,1,0,LowVerify,0
12,0.13333333333333333,0.4,0.06666666666666667,0.7272727272727273,0.13636363636363635,0.13636363636363635,0.6818181818181818,0.18181818181818182,0.13636363636363635,1,1,0,LowVerify,0
13,0.1875,0.4375,0.0625,0.7391304347826086,0.13043478260869565,0.13043478260869565,0.6956521739130435,0.17391304347826086,0.13043478260869565,1,1,0,LowVerify,0
14,0.23529411764705882,0.47058823529411764,0.058823529411764705,0.75,0.125,0.125,0.7083333333333333,0.16666666666666666,0.125,1,1,0,LowVerify,0
15,0.2777777777777778,0.5,0.05555555555555555,0.76,0.12,0.12,0.7200000000000001,0.16,0.12,1,1,0,LowVerify,0
16,0.3157894736842105,0.5263157894736842,0.05263157894736842,0.7692307692307693,0.11538461538461539,0.11538461538461539,0.6923076923076923,0.19230769230769232,0.11538461538461539,1,1,0,LowVerify,1
17,0.35,0.55,0.05,0.7777777777777777,0.1111111111111111,0.1111111111111111,0.6666666666666665,0.2222222222222222,0.1111111111111111,1,1,0,LowVerify,1
18,0.38095238095238093,0.5714285714285714,0.047619047619047616,0.7857142857142857,0.10714285714285714,0.10714285714285714,0.6428571428571428,0.25,0.10714285714285714,1,1,0,LowVerify,1
19,0.4090909090909091,0.5909090909090909,0.045454545454545456,0.793103448275862,0.10344827586206896,0.10344827586206896,0.6206896551724137,0.27586206896551724,0.10344827586206896,1,1,0,LowVerify,1
20,0.43478260869565216,0.6086956521739131,0.08695652173913043,0.7999999999999999,0.1,0.1,0.6,0.3,0.1,1,1,1,LowVerify,1
21,0.4583333333333333,0.625,0.125,0.8064516129032258,0.0967741935483871,0.0967741935483871,0.5806451612903225,0.32258064516129026,0.0967741935483871,1,1,1,LowVerify,1
22,0.48,0.64,0.16,0.8125,0.09375,0.09375,0.5625,0.34375,0.09375,1,1,1,LowVerify,1
23,0.5,0.6538461538461539,0.19230769230769232,0.8181818181818181,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.09090909090909091,1,1,1,LowVerify,1
24,0.5185185185185185,0.6666666666666666,0.2222222222222222,0.823529411764706,0.08823529411764705,0.08823529411764705,0.5294117647058824,0.3823529411764706,0.08823529411764705,1,1,1,LowVerify,1
25,0.5357142857142857,0.6785714285714286,0.25,0.8285714285714286,0.08571428571428572,0.08571428571428572,0.5142857142857142,0.4,0.08571428571428572,1,1,1,LowVerify,1
26,0.5517241379310345,0.6896551724137931,0.27586206896551724,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.5,0.4166666666666667,0.08333333333333333,1,1,1,LowVerify,1
27,0.5666666666666667,0.7,0.3,0.8378378378378379,0.08108108108108109,0.08108108108108109,0.4864864864864865,0.43243243243243246,0.08108108108108109,1,1,1,LowVerify,1
28,0.5806451612903226,0.7096774193548387,0.3225806451612903,0.8421052631578947,0.07894736842105263,0.07894736842105263,0.4736842105263157,0.4473684210526315,0.07894736842105263,1,1,1,LowVerify,1
29,0.59375,0.71875,0.34375,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.07692307692307693,1,1,1,LowVerify,1
30,0.6060606060606061,0.7272727272727273,0.36363636363636365,0.85,0.07500000000000001,0.07500000000000001,0.45000000000000007,0.47500000000000003,0.07500000000000001,1,1,1,LowVerify,1
31,0.6176470588235294,0.7352941176470589,0.38235294117647056,0.853658536585366,0.07317073170731708,0.07317073170731708,0.4390243902439025,0.48780487804878053,0.07317073170731708,1,1,1,LowVerify,1
32,0.6285714285714286,0.7428571428571429,0.4,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.4285714285714286,0.5,0.07142857142857142,1,1,1,LowVerify,1
33,0.6388888888888888,0.75,0.4166666666666667,0.8604651162790697,0.06976744186046512,0.06976744186046512,0.41860465116279066,0.5116279069767442,0.06976744186046512,1,1,1,LowVerify,1
34,0.6486486486486487,0.7567567567567568,0.43243243243243246,0.8636363636363636,0.06818181818181818,0.06818181818181818,0.40909090909090906,0.5227272727272727,0.06818181818181818,1,1,1,LowVerify,1
35,0.6578947368421053,0.7631578947368421,0.4473684210526316,0.8666666666666666,0.06666666666666667,0.06666666666666667,0.39999999999999997,0.5111111111111111,0.08888888888888889,1,1,1,LowVerify,2
36,0.6666666666666666,0.7692307692307693,0.46153846153846156,0.8695652173913043,0.06521739130434782,0.06521739130434782,0.3913043478260869,0.49999999999999994,0.10869565217391304,1,1,1,LowVerify,2
37,0.675,0.775,0.475,0.8723404255319148,0.06382978723404255,0.06382978723404255,0.38297872340425526,0.4893617021276595,0.1276595744680851,1,1,1,LowVerify,2
38,0.6829268292682927,0.7804878048780488,0.4878048780487805,0.8749999999999999,0.0625,0.0625,0.37499999999999994,0.47916666666666663,0.14583333333333334,1,1,1,LowVerify,2
39,0.6904761904761905,0.7857142857142857,0.5,0.8775510204081632,0.061224489795918366,0.061224489795918366,0.3673469387755102,0.46938775510204084,0.16326530612244897,1,1,1,LowVerify,2
40,0.6976744186046512,0.7906976744186046,0.5116279069767442,0.88,0.06,0.06,0.36000000000000004,0.46,0.18,1,1,1,LowVerify,2
41,0.7045454545454546,0.7954545454545454,0.5227272727272727,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.3529411764705882,0.4509803921568627,0.196078431372549,1,1,1,LowVerify,2
42,0.7111111111111111,0.8,0.5333333333333333,0.8846153846153846,0.057692307692307696,0.057692307692307696,0.34615384615384615,0.4423076923076923,0.2115384615384615,1,1,1,LowVerify,2
43,0.717391304347826,0.8043478260869565,0.5434782608695652,0.8867924528301887,0.05660377358490566,0.05660377358490566,0.33962264150943394,0.4339622641509434,0.22641509433962265,1,1,1,LowVerify,2
44,0.723404255319149,0.8085106382978723,0.5531914893617021,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.33333333333333326,0.42592592592592593,0.24074074074074073,1,1,1,LowVerify,2
45,0.7291666666666666,0.8125,0.5625,0.8909090909090909,0.05454545454545454,0.05454545454545454,0.32727272727272727,0.4181818181818182,0.2545454545454545,1,1,1,LowVerify,2
46,0.7346938775510204,0.8163265306122449,0.5714285714285714,0.8928571428571428,0.05357142857142857,0.05357142857142857,0.3214285714285714,0.4107142857142857,0.26785714285714285,1,1,1,LowVerify,2
47,0.74,0.82,0.58,0.8947368421052632,0.05263157894736842,0.05263157894736842,0.3157894736842105,0.40350877192982454,0.2807017543859649,1,1,1,LowVerify,2
48,0.7450980392156863,0.8235294117647058,0.5882352941176471,0.896551724137931,0.05172413793103448,0.05172413793103448,0.31034482758620685,0.396551724137931,0.29310344827586204,1,1,1,LowVerify,2
